createTimeISO,uniqueId,text,clean_text,lower_text,normalized_text,stopwords_text,tokenized_text,stemmed_text,label,polarity_score,polarity
"Monday, 17 February 2025",jero.jerung,Meraka ni tak NKRI ke ini kalau tahu ke KOKO Ri pasti dia marah. Kenapa org indonesia tak pilih KOKO RI jadi presidents indonesia koko ri itu org hebat🤣,Meraka ni tak NKRI ke ini kalau tahu ke KOKO Ri pasti dia marah Kenapa org indonesia tak pilih KOKO RI jadi presidents indonesia koko ri itu org hebat,meraka ni tak nkri ke ini kalau tahu ke koko ri pasti dia marah kenapa org indonesia tak pilih koko ri jadi presidents indonesia koko ri itu org hebat,meraka ni tak nkri ke ini kalau tahu ke koko ri pasti dia marah kenapa orang indonesia tak pilih koko ri jadi presidents indonesia koko ri itu orang hebat,meraka ni tak nkri ini kalau tahu koko ri pasti dia marah kenapa orang indonesia tak pilih koko ri jadi presidents indonesia koko ri itu orang hebat,"['meraka', 'ni', 'tak', 'nkri', 'ini', 'kalau', 'tahu', 'koko', 'ri', 'pasti', 'dia', 'marah', 'kenapa', 'orang', 'indonesia', 'tak', 'pilih', 'koko', 'ri', 'jadi', 'presidents', 'indonesia', 'koko', 'ri', 'itu', 'orang', 'hebat']","['raka', 'ni', 'tak', 'nkri', 'ini', 'kalau', 'tahu', 'koko', 'ri', 'pasti', 'dia', 'marah', 'kenapa', 'orang', 'indonesia', 'tak', 'pilih', 'koko', 'ri', 'jadi', 'presidents', 'indonesia', 'koko', 'ri', 'itu', 'orang', 'hebat']","['raka', 'ni', 'tak', 'nkri', 'ini', 'kalau', 'tahu', 'koko', 'ri', 'pasti', 'dia', 'marah', 'kenapa', 'orang', 'indonesia', 'tak', 'pilih', 'koko', 'ri', 'jadi', 'presidents', 'indonesia', 'koko', 'ri', 'itu', 'orang', 'hebat']",-11,0
"Monday, 17 February 2025",cumawortel,"Pasti ada alasan penting pak Presiden, disini kita hanya perlu yakin, Pak Presiden Prabowo lakukan Demi Indonesia Emas 🇲🇨🇲🇨🇲🇨🫡 ingat slogan kita Ok Gas! Ok Gas !",Pasti ada alasan penting pak Presiden disini kita hanya perlu yakin Pak Presiden Prabowo lakukan Demi Indonesia Emas ingat slogan kita Ok Gas Ok Gas,pasti ada alasan penting pak presiden disini kita hanya perlu yakin pak presiden prabowo lakukan demi indonesia emas ingat slogan kita ok gas ok gas,pasti ada alasan penting pak presiden disini kita hanya perlu yakin pak presiden prabowo lakukan demi indonesia emas ingat slogan kita oke gas oke gas,pasti ada alasan penting pak presiden disini kita hanya perlu yakin pak presiden prabowo lakukan demi indonesia emas ingat slogan kita oke gas oke gas,"['pasti', 'ada', 'alasan', 'penting', 'pak', 'presiden', 'disini', 'kita', 'hanya', 'perlu', 'yakin', 'pak', 'presiden', 'prabowo', 'lakukan', 'demi', 'indonesia', 'emas', 'ingat', 'slogan', 'kita', 'oke', 'gas', 'oke', 'gas']","['pasti', 'ada', 'alas', 'penting', 'pak', 'presiden', 'sini', 'kita', 'hanya', 'perlu', 'yakin', 'pak', 'presiden', 'prabowo', 'laku', 'demi', 'indonesia', 'emas', 'ingat', 'slogan', 'kita', 'oke', 'gas', 'oke', 'gas']","['pasti', 'ada', 'alas', 'penting', 'pak', 'presiden', 'sini', 'kita', 'hanya', 'perlu', 'yakin', 'pak', 'presiden', 'prabowo', 'laku', 'demi', 'indonesia', 'emas', 'ingat', 'slogan', 'kita', 'oke', 'gas', 'oke', 'gas']",6,1
"Monday, 17 February 2025",hidayatmis,"syukur Alhamdulillah, anak anak Abah dan anak anak Banteng silakan pada pindah negara,biar mengurangi kepadatan penduduk Indonesia 🤣🤣",syukur Alhamdulillah anak anak Abah dan anak anak Banteng silakan pada pindah negarabiar mengurangi kepadatan penduduk Indonesia,syukur alhamdulillah anak anak abah dan anak anak banteng silakan pada pindah negarabiar mengurangi kepadatan penduduk indonesia,syukur alhamdulillah anak anak abah dan anak anak banteng silakan pada pindah negarabiar mengurangi kepadatan penduduk indonesia,syukur alhamdulillah anak anak abah anak anak banteng silakan pindah negarabiar mengurangi kepadatan penduduk indonesia,"['syukur', 'alhamdulillah', 'anak', 'anak', 'abah', 'anak', 'anak', 'banteng', 'silakan', 'pindah', 'negarabiar', 'mengurangi', 'kepadatan', 'penduduk', 'indonesia']","['syukur', 'alhamdulillah', 'anak', 'anak', 'abah', 'anak', 'anak', 'banteng', 'sila', 'pindah', 'negarabiar', 'kurang', 'padat', 'duduk', 'indonesia']","['syukur', 'alhamdulillah', 'anak', 'anak', 'abah', 'anak', 'anak', 'banteng', 'sila', 'pindah', 'negarabiar', 'kurang', 'padat', 'duduk', 'indonesia']",-10,0
"Monday, 17 February 2025",a.fatkhulloh,"udah pasti pemerintah senang banyak warganya yg pindah kenegri lain,karena pemerintah mendatangkan warga dari cina",udah pasti pemerintah senang banyak warganya yg pindah kenegri lainkarena pemerintah mendatangkan warga dari cina,udah pasti pemerintah senang banyak warganya yg pindah kenegri lainkarena pemerintah mendatangkan warga dari cina,udah pasti pemerintah senang banyak warganya yang pindah kenegri lainkarena pemerintah mendatangkan warga dari cina,udah pasti pemerintah senang banyak warganya pindah kenegri lainkarena pemerintah mendatangkan warga dari cina,"['udah', 'pasti', 'pemerintah', 'senang', 'banyak', 'warganya', 'pindah', 'kenegri', 'lainkarena', 'pemerintah', 'mendatangkan', 'warga', 'dari', 'cina']","['udah', 'pasti', 'perintah', 'senang', 'banyak', 'warga', 'pindah', 'kenegri', 'lainkarena', 'perintah', 'datang', 'warga', 'dari', 'cina']","['udah', 'pasti', 'perintah', 'senang', 'banyak', 'warga', 'pindah', 'kenegri', 'lainkarena', 'perintah', 'datang', 'warga', 'dari', 'cina']",-5,0
"Monday, 17 February 2025",user600823228,setuju pindah,setuju pindah,setuju pindah,setuju pindah,setuju pindah,"['setuju', 'pindah']","['tuju', 'pindah']","['tuju', 'pindah']",-3,0
"Tuesday, 18 February 2025",joejajum6,pindah kebeneran,pindah kebeneran,pindah kebeneran,pindah kebeneran,pindah kebeneran,"['pindah', 'kebeneran']","['pindah', 'kebeneran']","['pindah', 'kebeneran']",-2,0
"Tuesday, 18 February 2025",meldatupang2.23m.kes,aku jg pengen pindah seandainya masih single,aku jg pengen pindah seandainya masih single,aku jg pengen pindah seandainya masih single,aku juga pengen pindah seandainya masih single,aku juga pengen pindah seandainya masih single,"['aku', 'juga', 'pengen', 'pindah', 'seandainya', 'masih', 'single']","['aku', 'juga', 'ken', 'pindah', 'anda', 'masih', 'single']","['aku', 'juga', 'ken', 'pindah', 'anda', 'masih', 'single']",2,1
"Tuesday, 18 February 2025",mrmayora,takutnya nnti makin di persulit gak si ngurus pindahannya 😭,takutnya nnti makin di persulit gak si ngurus pindahannya,takutnya nnti makin di persulit gak si ngurus pindahannya,takutnya nnti makin di persulit tidak si ngurus pindahannya,takutnya nnti makin persulit tidak si ngurus pindahannya,"['takutnya', 'nnti', 'makin', 'persulit', 'tidak', 'si', 'ngurus', 'pindahannya']","['takut', 'nnti', 'makin', 'sulit', 'tidak', 'si', 'ngurus', 'pindah']","['takut', 'nnti', 'makin', 'sulit', 'tidak', 'si', 'ngurus', 'pindah']",-8,0
"Tuesday, 18 February 2025",iky.udaya,"Silahkan itu hak … dari dulu juga gitu kok banyak yg seperti itu, hanya belum sekarang mudah viaral",Silahkan itu hak dari dulu juga gitu kok banyak yg seperti itu hanya belum sekarang mudah viaral,silahkan itu hak dari dulu juga gitu kok banyak yg seperti itu hanya belum sekarang mudah viaral,silahkan itu hak dari dulu juga gitu mengapa banyak yang seperti itu hanya belum sekarang mudah viaral,silahkan itu hak dari dulu juga gitu mengapa banyak seperti itu hanya belum sekarang mudah viaral,"['silahkan', 'itu', 'hak', 'dari', 'dulu', 'juga', 'gitu', 'mengapa', 'banyak', 'seperti', 'itu', 'hanya', 'belum', 'sekarang', 'mudah', 'viaral']","['silah', 'itu', 'hak', 'dari', 'dulu', 'juga', 'gitu', 'mengapa', 'banyak', 'seperti', 'itu', 'hanya', 'belum', 'sekarang', 'mudah', 'viaral']","['silah', 'itu', 'hak', 'dari', 'dulu', 'juga', 'gitu', 'mengapa', 'banyak', 'seperti', 'itu', 'hanya', 'belum', 'sekarang', 'mudah', 'viaral']",-5,0
"Tuesday, 18 February 2025",apa_donk,"lah jgn kan anak muda,saya dkk yg usianya tua aj pd hijrah ke paman gober",lah jgn kan anak mudasaya dkk yg usianya tua aj pd hijrah ke paman gober,lah jgn kan anak mudasaya dkk yg usianya tua aj pd hijrah ke paman gober,lah jgn kan anak mudasaya dkk yang usianya tua aj pada hijrah ke paman gober,lah jgn kan anak mudasaya dkk usianya tua aj hijrah paman gober,"['lah', 'jgn', 'kan', 'anak', 'mudasaya', 'dkk', 'usianya', 'tua', 'aj', 'hijrah', 'paman', 'gober']","['lah', 'jgn', 'kan', 'anak', 'mudasaya', 'dkk', 'usia', 'tua', 'aj', 'hijrah', 'paman', 'gober']","['lah', 'jgn', 'kan', 'anak', 'mudasaya', 'dkk', 'usia', 'tua', 'aj', 'hijrah', 'paman', 'gober']",-7,0
"Monday, 17 February 2025",yongabi_78,masih banyak komen +°|°| 😂😂,masih banyak komen,masih banyak komen,masih banyak komen,masih banyak komen,"['masih', 'banyak', 'komen']","['masih', 'banyak', 'komen']","['masih', 'banyak', 'komen']",0,1
"Monday, 17 February 2025",umzanah.umzanah,Indonesia semakin suram dikangkangi para ologarki,Indonesia semakin suram dikangkangi para ologarki,indonesia semakin suram dikangkangi para ologarki,indonesia semakin suram dikangkangi para ologarki,indonesia semakin suram dikangkangi para ologarki,"['indonesia', 'semakin', 'suram', 'dikangkangi', 'para', 'ologarki']","['indonesia', 'makin', 'suram', 'kangkang', 'para', 'ologarki']","['indonesia', 'makin', 'suram', 'kangkang', 'para', 'ologarki']",-1,0
"Monday, 17 February 2025",ilhamsahib983,pidah aja emang gue pikirin,pidah aja emang gue pikirin,pidah aja emang gue pikirin,pidah saja emang saya pikirin,pidah saja emang saya pikirin,"['pidah', 'saja', 'emang', 'saya', 'pikirin']","['pidah', 'saja', 'emang', 'saya', 'pikirin']","['pidah', 'saja', 'emang', 'saya', 'pikirin']",-6,0
"Monday, 17 February 2025",rendylauda8,pemimpin konoha hanya memikirkan jabatan dan kekuasaannya sendiri...mereka tidak peduli rakyatnya susah hidup di negaranya srndiri...👏,pemimpin konoha hanya memikirkan jabatan dan kekuasaannya sendirimereka tidak peduli rakyatnya susah hidup di negaranya srndiri,pemimpin konoha hanya memikirkan jabatan dan kekuasaannya sendirimereka tidak peduli rakyatnya susah hidup di negaranya srndiri,pemimpin konoha hanya memikirkan jabatan dan kekuasaannya sendirimereka tidak peduli rakyatnya susah hidup di negaranya srndiri,pemimpin konoha hanya memikirkan jabatan kekuasaannya sendirimereka tidak peduli rakyatnya susah hidup negaranya srndiri,"['pemimpin', 'konoha', 'hanya', 'memikirkan', 'jabatan', 'kekuasaannya', 'sendirimereka', 'tidak', 'peduli', 'rakyatnya', 'susah', 'hidup', 'negaranya', 'srndiri']","['pimpin', 'konoha', 'hanya', 'pikir', 'jabat', 'kuasa', 'sendirimereka', 'tidak', 'peduli', 'rakyat', 'susah', 'hidup', 'negara', 'srndiri']","['pimpin', 'konoha', 'hanya', 'pikir', 'jabat', 'kuasa', 'sendirimereka', 'tidak', 'peduli', 'rakyat', 'susah', 'hidup', 'negara', 'srndiri']",-11,0
"Monday, 17 February 2025",yongabi_78,lapangan pekerjaan yg layak hanya utk WARGA NEGARA CHINA,lapangan pekerjaan yg layak hanya utk WARGA NEGARA CHINA,lapangan pekerjaan yg layak hanya utk warga negara china,lapangan pekerjaan yang layak hanya untuk warga negara china,lapangan pekerjaan layak hanya warga negara china,"['lapangan', 'pekerjaan', 'layak', 'hanya', 'warga', 'negara', 'china']","['lapang', 'kerja', 'layak', 'hanya', 'warga', 'negara', 'china']","['lapang', 'kerja', 'layak', 'hanya', 'warga', 'negara', 'china']",0,1
"Monday, 17 February 2025",dedi.com_,Pengaruh tren tiktok,Pengaruh tren tiktok,pengaruh tren tiktok,pengaruh tren tiktok,pengaruh tren,"['pengaruh', 'tren']","['pengaruh', 'tren']","['pengaruh', 'tren']",-1,0
"Monday, 17 February 2025",ivanpurnama9069,"kejarlah dunia seakan-akan kau hidup untuk selamanya, tetapiiii..... kejarlah akhirat seakan-akan kau mati esok hari,, semangat saudara2ku sebangsa dan setanah air 😊😊",kejarlah dunia seakanakan kau hidup untuk selamanya tetapiiii kejarlah akhirat seakanakan kau mati esok hari semangat saudara2ku sebangsa dan setanah air,kejarlah dunia seakanakan kau hidup untuk selamanya tetapiiii kejarlah akhirat seakanakan kau mati esok hari semangat saudara2ku sebangsa dan setanah air,kejarlah dunia seakanakan kau hidup untuk selamanya tetapiiii kejarlah akhirat seakanakan kau mati esok hari semangat saudara2ku sebangsa dan setanah air,kejarlah dunia seakanakan kau hidup selamanya tetapiiii kejarlah akhirat seakanakan kau mati esok hari semangat saudara2ku sebangsa setanah air,"['kejarlah', 'dunia', 'seakanakan', 'kau', 'hidup', 'selamanya', 'tetapiiii', 'kejarlah', 'akhirat', 'seakanakan', 'kau', 'mati', 'esok', 'hari', 'semangat', 'saudara2ku', 'sebangsa', 'setanah', 'air']","['kejar', 'dunia', 'seakanakan', 'kau', 'hidup', 'lama', 'tetapiiii', 'kejar', 'akhirat', 'seakanakan', 'kau', 'mati', 'esok', 'hari', 'semangat', 'saudara2ku', 'bangsa', 'tanah', 'air']","['kejar', 'dunia', 'seakanakan', 'kau', 'hidup', 'lama', 'tetapiiii', 'kejar', 'akhirat', 'seakanakan', 'kau', 'mati', 'esok', 'hari', 'semangat', 'saudara2ku', 'bangsa', 'tanah', 'air']",-13,0
"Monday, 17 February 2025",boimfatonah,gw kira ganti persiden bakalan lebih baik ..nyatanya sama aja gak ada perubahan bahkan makin mengerikan ✌️,gw kira ganti persiden bakalan lebih baik nyatanya sama aja gak ada perubahan bahkan makin mengerikan,gw kira ganti persiden bakalan lebih baik nyatanya sama aja gak ada perubahan bahkan makin mengerikan,saya kira ganti persiden bakalan lebih baik nyatanya sama saja tidak ada perubahan bahkan makin mengerikan,saya kira ganti persiden bakalan lebih baik nyatanya sama saja tidak ada perubahan bahkan makin mengerikan,"['saya', 'kira', 'ganti', 'persiden', 'bakalan', 'lebih', 'baik', 'nyatanya', 'sama', 'saja', 'tidak', 'ada', 'perubahan', 'bahkan', 'makin', 'mengerikan']","['saya', 'kira', 'ganti', 'persiden', 'bakal', 'lebih', 'baik', 'nyata', 'sama', 'saja', 'tidak', 'ada', 'ubah', 'bahkan', 'makin', 'keri']","['saya', 'kira', 'ganti', 'persiden', 'bakal', 'lebih', 'baik', 'nyata', 'sama', 'saja', 'tidak', 'ada', 'ubah', 'bahkan', 'makin', 'keri']",-4,0
"Monday, 17 February 2025",ganalyendra,"saat sebuah pepatah berubah..
lebih baik hujan emas di negara lain daripada makan batu dan paku di negara sendiri..",saat sebuah pepatah berubah lebih baik hujan emas di negara lain daripada makan batu dan paku di negara sendiri,saat sebuah pepatah berubah lebih baik hujan emas di negara lain daripada makan batu dan paku di negara sendiri,saat sebuah pepatah berubah lebih baik hujan emas di negara lain daripada makan batu dan paku di negara sendiri,saat sebuah pepatah berubah lebih baik hujan emas negara lain daripada makan batu paku negara sendiri,"['saat', 'sebuah', 'pepatah', 'berubah', 'lebih', 'baik', 'hujan', 'emas', 'negara', 'lain', 'daripada', 'makan', 'batu', 'paku', 'negara', 'sendiri']","['saat', 'buah', 'pepatah', 'ubah', 'lebih', 'baik', 'hujan', 'emas', 'negara', 'lain', 'daripada', 'makan', 'batu', 'paku', 'negara', 'sendiri']","['saat', 'buah', 'pepatah', 'ubah', 'lebih', 'baik', 'hujan', 'emas', 'negara', 'lain', 'daripada', 'makan', 'batu', 'paku', 'negara', 'sendiri']",-6,0
"Monday, 17 February 2025",fajararrahman8,dampak 10tahun sebelumnya kah?,dampak 10tahun sebelumnya kah,dampak 10tahun sebelumnya kah,dampak 10tahun sebelumnya kah,dampak 10tahun sebelumnya,"['dampak', '10tahun', 'sebelumnya']","['dampak', '10tahun', 'belum']","['dampak', '10tahun', 'belum']",-3,0
"Monday, 17 February 2025",skambek97,"ambil resiko nya,atau hidup sperti itu selamanya...",ambil resiko nyaatau hidup sperti itu selamanya,ambil resiko nyaatau hidup sperti itu selamanya,ambil resiko nyaatau hidup sperti itu selamanya,ambil resiko nyaatau hidup sperti itu selamanya,"['ambil', 'resiko', 'nyaatau', 'hidup', 'sperti', 'itu', 'selamanya']","['ambil', 'resiko', 'nyaatau', 'hidup', 'sperti', 'itu', 'lama']","['ambil', 'resiko', 'nyaatau', 'hidup', 'sperti', 'itu', 'lama']",-13,0
"Monday, 17 February 2025",paijo81128,reformasi penegak hukumnya pak...rusak moralnya..merembet kemana2,reformasi penegak hukumnya pakrusak moralnyamerembet kemana2,reformasi penegak hukumnya pakrusak moralnyamerembet kemana2,reformasi penegak hukumnya pakrusak moralnyamerembet kemana2,reformasi penegak hukumnya pakrusak moralnyamerembet kemana2,"['reformasi', 'penegak', 'hukumnya', 'pakrusak', 'moralnyamerembet', 'kemana2']","['reformasi', 'tegak', 'hukum', 'pakrusak', 'moralnyamerembet', 'kemana2']","['reformasi', 'tegak', 'hukum', 'pakrusak', 'moralnyamerembet', 'kemana2']",0,1
"Monday, 17 February 2025",dp_1202,kalo pny budget sama kesempatan jg pgn😩. di sini g ada perubahan.,kalo pny budget sama kesempatan jg pgn di sini g ada perubahan,kalo pny budget sama kesempatan jg pgn di sini g ada perubahan,kalo pny budget sama kesempatan juga pgn di sini g ada perubahan,kalo pny budget sama kesempatan juga pgn sini g ada perubahan,"['kalo', 'pny', 'budget', 'sama', 'kesempatan', 'juga', 'pgn', 'sini', 'g', 'ada', 'perubahan']","['kalo', 'pny', 'budget', 'sama', 'sempat', 'juga', 'pgn', 'sini', 'g', 'ada', 'ubah']","['kalo', 'pny', 'budget', 'sama', 'sempat', 'juga', 'pgn', 'sini', 'g', 'ada', 'ubah']",4,1
"Monday, 17 February 2025",panda_bukan_jahe,bentar ..lagi ngurus berkas...agak ribet karna boyong anak diajak juga,bentar lagi ngurus berkasagak ribet karna boyong anak diajak juga,bentar lagi ngurus berkasagak ribet karna boyong anak diajak juga,bentar lagi ngurus berkasagak ribet karna boyong anak diajak juga,bentar lagi ngurus berkasagak ribet karna boyong anak diajak juga,"['bentar', 'lagi', 'ngurus', 'berkasagak', 'ribet', 'karna', 'boyong', 'anak', 'diajak', 'juga']","['bentar', 'lagi', 'ngurus', 'berkasagak', 'ribet', 'karna', 'boyong', 'anak', 'ajak', 'juga']","['bentar', 'lagi', 'ngurus', 'berkasagak', 'ribet', 'karna', 'boyong', 'anak', 'ajak', 'juga']",-9,0
"Monday, 17 February 2025",deandriss,"soalnya petinggi indo isinya kebanyakan oknum korup bang, cemana org mau betah disini 😌 aku juga kalo ada rezeki mau pindah ke malay atau ke jepang aja",soalnya petinggi indo isinya kebanyakan oknum korup bang cemana org mau betah disini aku juga kalo ada rezeki mau pindah ke malay atau ke jepang aja,soalnya petinggi indo isinya kebanyakan oknum korup bang cemana org mau betah disini aku juga kalo ada rezeki mau pindah ke malay atau ke jepang aja,soalnya petinggi indo isinya kebanyakan oknum korup bang cemana orang mau betah disini aku juga kalo ada rezeki mau pindah ke malay atau ke jepang saja,soalnya petinggi indo isinya kebanyakan oknum korup bang cemana orang mau betah disini aku juga kalo ada rezeki mau pindah malay jepang saja,"['soalnya', 'petinggi', 'indo', 'isinya', 'kebanyakan', 'oknum', 'korup', 'bang', 'cemana', 'orang', 'mau', 'betah', 'disini', 'aku', 'juga', 'kalo', 'ada', 'rezeki', 'mau', 'pindah', 'malay', 'jepang', 'saja']","['soal', 'petinggi', 'indo', 'isi', 'banyak', 'oknum', 'korup', 'bang', 'cemana', 'orang', 'mau', 'betah', 'sini', 'aku', 'juga', 'kalo', 'ada', 'rezeki', 'mau', 'pindah', 'malay', 'jepang', 'saja']","['soal', 'petinggi', 'indo', 'isi', 'banyak', 'oknum', 'korup', 'bang', 'cemana', 'orang', 'mau', 'betah', 'sini', 'aku', 'juga', 'kalo', 'ada', 'rezeki', 'mau', 'pindah', 'malay', 'jepang', 'saja']",-4,0
"Monday, 17 February 2025",bubu_yuli,"kl org Jepang cm pindah dr desa ke kota,di Indo malah anak"" emas pindah negara....miris sekali, astaghfirullah negaraku,ada apa ini? knp harus gini sih 😭😭",kl org Jepang cm pindah dr desa ke kotadi Indo malah anak emas pindah negaramiris sekali astaghfirullah negarakuada apa ini knp harus gini sih,kl org jepang cm pindah dr desa ke kotadi indo malah anak emas pindah negaramiris sekali astaghfirullah negarakuada apa ini knp harus gini sih,kalau orang jepang cm pindah dari desa ke kotadi indo malah anak emas pindah negaramiris sekali astaghfirullah negarakuada apa ini knp harus gini sih,kalau orang jepang cm pindah dari desa kotadi indo malah anak emas pindah negaramiris sekali astaghfirullah negarakuada apa ini knp harus gini sih,"['kalau', 'orang', 'jepang', 'cm', 'pindah', 'dari', 'desa', 'kotadi', 'indo', 'malah', 'anak', 'emas', 'pindah', 'negaramiris', 'sekali', 'astaghfirullah', 'negarakuada', 'apa', 'ini', 'knp', 'harus', 'gini', 'sih']","['kalau', 'orang', 'jepang', 'cm', 'pindah', 'dari', 'desa', 'kotadi', 'indo', 'malah', 'anak', 'emas', 'pindah', 'negaramiris', 'sekali', 'astaghfirullah', 'negarakuada', 'apa', 'ini', 'knp', 'harus', 'gin', 'sih']","['kalau', 'orang', 'jepang', 'cm', 'pindah', 'dari', 'desa', 'kotadi', 'indo', 'malah', 'anak', 'emas', 'pindah', 'negaramiris', 'sekali', 'astaghfirullah', 'negarakuada', 'apa', 'ini', 'knp', 'harus', 'gin', 'sih']",-26,0
"Monday, 17 February 2025",4shseagull,malah di kata pesimis 🤡,malah di kata pesimis,malah di kata pesimis,malah di kata pesimis,malah kata pesimis,"['malah', 'kata', 'pesimis']","['malah', 'kata', 'pesimis']","['malah', 'kata', 'pesimis']",-1,0
"Monday, 17 February 2025",yazky68,karena tidak percaya nya anak bangsa kepada negara,karena tidak percaya nya anak bangsa kepada negara,karena tidak percaya nya anak bangsa kepada negara,karena tidak percaya nya anak bangsa kepada negara,karena tidak percaya anak bangsa kepada negara,"['karena', 'tidak', 'percaya', 'anak', 'bangsa', 'kepada', 'negara']","['karena', 'tidak', 'percaya', 'anak', 'bangsa', 'kepada', 'negara']","['karena', 'tidak', 'percaya', 'anak', 'bangsa', 'kepada', 'negara']",-9,0
"Monday, 17 February 2025",ibunyaa.i,"org luar melihat potensi anak muda indonesia, sdngkan negaranya sendiri malah abai. bayangkan klo org LN menawarkan berbagai fasilitas buat org indo yg mau pindah ke jepang misal. apa ga berbondong2.. apalagi jepang juga lagi krisis populasi (cmiiw)",org luar melihat potensi anak muda indonesia sdngkan negaranya sendiri malah abai bayangkan klo org LN menawarkan berbagai fasilitas buat org indo yg mau pindah ke jepang misal apa ga berbondong2 apalagi jepang juga lagi krisis populasi cmiiw,org luar melihat potensi anak muda indonesia sdngkan negaranya sendiri malah abai bayangkan klo org ln menawarkan berbagai fasilitas buat org indo yg mau pindah ke jepang misal apa ga berbondong2 apalagi jepang juga lagi krisis populasi cmiiw,orang luar melihat potensi anak muda indonesia sdngkan negaranya sendiri malah abai bayangkan kalau orang ln menawarkan berbagai fasilitas buat orang indo yang mau pindah ke jepang misal apa tidak berbondong2 apalagi jepang juga lagi krisis populasi cmiiw,orang luar melihat potensi anak muda indonesia sdngkan negaranya sendiri malah abai bayangkan kalau orang ln menawarkan berbagai fasilitas buat orang indo mau pindah jepang misal apa tidak berbondong2 apalagi jepang juga lagi krisis populasi cmiiw,"['orang', 'luar', 'melihat', 'potensi', 'anak', 'muda', 'indonesia', 'sdngkan', 'negaranya', 'sendiri', 'malah', 'abai', 'bayangkan', 'kalau', 'orang', 'ln', 'menawarkan', 'berbagai', 'fasilitas', 'buat', 'orang', 'indo', 'mau', 'pindah', 'jepang', 'misal', 'apa', 'tidak', 'berbondong2', 'apalagi', 'jepang', 'juga', 'lagi', 'krisis', 'populasi', 'cmiiw']","['orang', 'luar', 'lihat', 'potensi', 'anak', 'muda', 'indonesia', 'sdngkan', 'negara', 'sendiri', 'malah', 'abai', 'bayang', 'kalau', 'orang', 'ln', 'tawar', 'bagai', 'fasilitas', 'buat', 'orang', 'indo', 'mau', 'pindah', 'jepang', 'misal', 'apa', 'tidak', 'berbondong2', 'apalagi', 'jepang', 'juga', 'lagi', 'krisis', 'populasi', 'cmiiw']","['orang', 'luar', 'lihat', 'potensi', 'anak', 'muda', 'indonesia', 'sdngkan', 'negara', 'sendiri', 'malah', 'abai', 'bayang', 'kalau', 'orang', 'ln', 'tawar', 'bagai', 'fasilitas', 'buat', 'orang', 'indo', 'mau', 'pindah', 'jepang', 'misal', 'apa', 'tidak', 'berbondong2', 'apalagi', 'jepang', 'juga', 'lagi', 'krisis', 'populasi', 'cmiiw']",-25,0
"Monday, 17 February 2025",azwaram88,yg pergi bukan tidak cinta Indonesia tapi sudah muak dengan kelakuan kelakuan manusia manusia di pemerintahan dari level bawa-tengah-atas yang selalu memperlakukan Rakyat seperti Budak dan Binatang,yg pergi bukan tidak cinta Indonesia tapi sudah muak dengan kelakuan kelakuan manusia manusia di pemerintahan dari level bawatengahatas yang selalu memperlakukan Rakyat seperti Budak dan Binatang,yg pergi bukan tidak cinta indonesia tapi sudah muak dengan kelakuan kelakuan manusia manusia di pemerintahan dari level bawatengahatas yang selalu memperlakukan rakyat seperti budak dan binatang,yang pergi bukan tidak cinta indonesia tapi sudah muak dengan kelakuan kelakuan manusia manusia di pemerintahan dari level bawatengahatas yang selalu memperlakukan rakyat seperti budak dan binatang,pergi bukan tidak cinta indonesia tapi sudah muak kelakuan kelakuan manusia manusia pemerintahan dari level bawatengahatas selalu memperlakukan rakyat seperti budak binatang,"['pergi', 'bukan', 'tidak', 'cinta', 'indonesia', 'tapi', 'sudah', 'muak', 'kelakuan', 'kelakuan', 'manusia', 'manusia', 'pemerintahan', 'dari', 'level', 'bawatengahatas', 'selalu', 'memperlakukan', 'rakyat', 'seperti', 'budak', 'binatang']","['pergi', 'bukan', 'tidak', 'cinta', 'indonesia', 'tapi', 'sudah', 'muak', 'laku', 'laku', 'manusia', 'manusia', 'perintah', 'dari', 'level', 'bawatengahatas', 'selalu', 'laku', 'rakyat', 'seperti', 'budak', 'binatang']","['pergi', 'bukan', 'tidak', 'cinta', 'indonesia', 'tapi', 'sudah', 'muak', 'laku', 'laku', 'manusia', 'manusia', 'perintah', 'dari', 'level', 'bawatengahatas', 'selalu', 'laku', 'rakyat', 'seperti', 'budak', 'binatang']",-6,0
"Monday, 17 February 2025",lizhmaputra,wes dang pindaho😁😂😂,wes dang pindaho,wes dang pindaho,wes dang pindaho,wes dang pindaho,"['wes', 'dang', 'pindaho']","['wes', 'dang', 'pindaho']","['wes', 'dang', 'pindaho']",0,1
"Monday, 17 February 2025",ramerame096,DO'AKAN saya teman akhir bulan mau pergi ke jepang...,DOAKAN saya teman akhir bulan mau pergi ke jepang,doakan saya teman akhir bulan mau pergi ke jepang,doakan saya teman akhir bulan mau pergi ke jepang,doakan saya teman akhir bulan mau pergi jepang,"['doakan', 'saya', 'teman', 'akhir', 'bulan', 'mau', 'pergi', 'jepang']","['doa', 'saya', 'teman', 'akhir', 'bulan', 'mau', 'pergi', 'jepang']","['doa', 'saya', 'teman', 'akhir', 'bulan', 'mau', 'pergi', 'jepang']",-2,0
