Comment,clean_text,lower_text,normalized_text,stopwords_text,tokenized_text,stemmed_text,label,polarity_score,polarity
Maju terus Indonesia. Bijaksana YES! Korupsi NO!!!!!!! Korupsi NO!!! Bunuh mati para koruptor! ;),Maju terus Indonesia Bijaksana YES Korupsi NO Korupsi NO Bunuh mati para koruptor,maju terus indonesia bijaksana yes korupsi no korupsi no bunuh mati para koruptor,maju terus indonesia bijaksana yes korupsi no korupsi no bunuh mati para koruptor,maju terus indonesia bijaksana yes korupsi no korupsi no bunuh mati para koruptor,"['maju', 'terus', 'indonesia', 'bijaksana', 'yes', 'korupsi', 'no', 'korupsi', 'no', 'bunuh', 'mati', 'para', 'koruptor']","['maju', 'terus', 'indonesia', 'bijaksana', 'yes', 'korupsi', 'no', 'korupsi', 'no', 'bunuh', 'mati', 'para', 'koruptor']","['maju', 'terus', 'indonesia', 'bijaksana', 'yes', 'korupsi', 'no', 'korupsi', 'no', 'bunuh', 'mati', 'para', 'koruptor']",-12,0
Bang cellos kyk disirep pembangunan infrastruktur yg masif. Padahal bnyk indukator negara maju atau negara kaya bukan hanya infrastrukstur,Bang cellos kyk disirep pembangunan infrastruktur yg masif Padahal bnyk indukator negara maju atau negara kaya bukan hanya infrastrukstur,bang cellos kyk disirep pembangunan infrastruktur yg masif padahal bnyk indukator negara maju atau negara kaya bukan hanya infrastrukstur,bang cellos kyk disirep pembangunan infrastruktur yang masif padahal bnyk indukator negara maju atau negara kaya bukan hanya infrastrukstur,bang cellos kyk disirep pembangunan infrastruktur masif padahal bnyk indukator negara maju negara kaya bukan hanya infrastrukstur,"['bang', 'cellos', 'kyk', 'disirep', 'pembangunan', 'infrastruktur', 'masif', 'padahal', 'bnyk', 'indukator', 'negara', 'maju', 'negara', 'kaya', 'bukan', 'hanya', 'infrastrukstur']","['bang', 'cellos', 'kyk', 'sirep', 'bangun', 'infrastruktur', 'masif', 'padahal', 'bnyk', 'indukator', 'negara', 'maju', 'negara', 'kaya', 'bukan', 'hanya', 'infrastrukstur']","['bang', 'cellos', 'kyk', 'sirep', 'bangun', 'infrastruktur', 'masif', 'padahal', 'bnyk', 'indukator', 'negara', 'maju', 'negara', 'kaya', 'bukan', 'hanya', 'infrastrukstur']",-7,0
Hanya prof ikrar yg bikin kenyataan ya yg suka jelek2in org silahkan wujudkan omongan ikrar,Hanya prof ikrar yg bikin kenyataan ya yg suka jelek2in org silahkan wujudkan omongan ikrar,hanya prof ikrar yg bikin kenyataan ya yg suka jelek2in org silahkan wujudkan omongan ikrar,hanya prof ikrar yang bikin kenyataan ya yang suka jelek2in orang silahkan wujudkan omongan ikrar,hanya prof ikrar bikin kenyataan suka jelek2in orang silahkan wujudkan omongan ikrar,"['hanya', 'prof', 'ikrar', 'bikin', 'kenyataan', 'suka', 'jelek2in', 'orang', 'silahkan', 'wujudkan', 'omongan', 'ikrar']","['hanya', 'prof', 'ikrar', 'bikin', 'nyata', 'suka', 'jelek2in', 'orang', 'silah', 'wujud', 'omong', 'ikrar']","['hanya', 'prof', 'ikrar', 'bikin', 'nyata', 'suka', 'jelek2in', 'orang', 'silah', 'wujud', 'omong', 'ikrar']",2,1
Saya akan menjadi bagian dlm mewujudkan INDONESIA EMAS itu 🫵🫵,Saya akan menjadi bagian dlm mewujudkan INDONESIA EMAS itu,saya akan menjadi bagian dlm mewujudkan indonesia emas itu,saya akan menjadi bagian dalam mewujudkan indonesia emas itu,saya akan menjadi bagian dalam mewujudkan indonesia emas itu,"['saya', 'akan', 'menjadi', 'bagian', 'dalam', 'mewujudkan', 'indonesia', 'emas', 'itu']","['saya', 'akan', 'jadi', 'bagi', 'dalam', 'wujud', 'indonesia', 'emas', 'itu']","['saya', 'akan', 'jadi', 'bagi', 'dalam', 'wujud', 'indonesia', 'emas', 'itu']",-3,0
"""Skr aja cuma 5%"" eh kura pertumbuhan ekonomi 5% ditahun pilpres itu udh luar biasa.. lo tuh ya sering ngomong ekonomi  tp analisa lo cetek bgt bro..",Skr aja cuma 5 eh kura pertumbuhan ekonomi 5 ditahun pilpres itu udh luar biasa lo tuh ya sering ngomong ekonomi tp analisa lo cetek bgt bro,skr aja cuma 5 eh kura pertumbuhan ekonomi 5 ditahun pilpres itu udh luar biasa lo tuh ya sering ngomong ekonomi tp analisa lo cetek bgt bro,skr saja hanya 5 lho kura pertumbuhan ekonomi 5 ditahun pilpres itu sudah luar biasa lo tuh ya sering ngomong ekonomi tapi analisa lo cetek banget bro,skr saja hanya 5 lho kura pertumbuhan ekonomi 5 ditahun pilpres itu sudah luar biasa lo sering ngomong ekonomi tapi analisa lo cetek bro,"['skr', 'saja', 'hanya', '5', 'lho', 'kura', 'pertumbuhan', 'ekonomi', '5', 'ditahun', 'pilpres', 'itu', 'sudah', 'luar', 'biasa', 'lo', 'sering', 'ngomong', 'ekonomi', 'tapi', 'analisa', 'lo', 'cetek', 'bro']","['skr', 'saja', 'hanya', '5', 'lho', 'kura', 'tumbuh', 'ekonomi', '5', 'tahun', 'pilpres', 'itu', 'sudah', 'luar', 'biasa', 'lo', 'sering', 'ngomong', 'ekonomi', 'tapi', 'analisa', 'lo', 'cetek', 'bro']","['skr', 'saja', 'hanya', '5', 'lho', 'kura', 'tumbuh', 'ekonomi', '5', 'tahun', 'pilpres', 'itu', 'sudah', 'luar', 'biasa', 'lo', 'sering', 'ngomong', 'ekonomi', 'tapi', 'analisa', 'lo', 'cetek', 'bro']",-9,0
"Km tu seperti udang bang taiknya ada di kepala,km salah salah satu orang merasa pintar tp TK ada otak",Km tu seperti udang bang taiknya ada di kepalakm salah salah satu orang merasa pintar tp TK ada otak,km tu seperti udang bang taiknya ada di kepalakm salah salah satu orang merasa pintar tp tk ada otak,km tu seperti udang bang taiknya ada di kepalakm salah salah satu orang merasa pintar tapi tk ada otak,km tu seperti udang bang taiknya ada kepalakm salah salah satu orang merasa pintar tapi tk ada otak,"['km', 'tu', 'seperti', 'udang', 'bang', 'taiknya', 'ada', 'kepalakm', 'salah', 'salah', 'satu', 'orang', 'merasa', 'pintar', 'tapi', 'tk', 'ada', 'otak']","['km', 'tu', 'seperti', 'udang', 'bang', 'taiknya', 'ada', 'kepalakm', 'salah', 'salah', 'satu', 'orang', 'rasa', 'pintar', 'tapi', 'tk', 'ada', 'otak']","['km', 'tu', 'seperti', 'udang', 'bang', 'taiknya', 'ada', 'kepalakm', 'salah', 'salah', 'satu', 'orang', 'rasa', 'pintar', 'tapi', 'tk', 'ada', 'otak']",-7,0
Tapi indah,Tapi indah,tapi indah,tapi indah,tapi indah,"['tapi', 'indah']","['tapi', 'indah']","['tapi', 'indah']",1,1
"Hehe cuman dinegeri konoha doaang ngeliat anak presiden naek private jet ajaa ud pade heboh
Lah dluu dijaman SBY mas ahy beserta istri dan anak"" nya sering naek private jet dan biasaaa ajaa gak ada yg heboh Hehe 😅😂🤣😜🤪",Hehe cuman dinegeri konoha doaang ngeliat anak presiden naek private jet ajaa ud pade heboh Lah dluu dijaman SBY mas ahy beserta istri dan anak nya sering naek private jet dan biasaaa ajaa gak ada yg heboh Hehe,hehe cuman dinegeri konoha doaang ngeliat anak presiden naek private jet ajaa ud pade heboh lah dluu dijaman sby mas ahy beserta istri dan anak nya sering naek private jet dan biasaaa ajaa gak ada yg heboh hehe,hehe cuman dinegeri konoha doaang ngeliat anak presiden naek private jet ajaa ud pade heboh lah dluu dijaman sby mas ahy beserta istri dan anak nya sering naek private jet dan biasaaa ajaa tidak ada yang heboh hehe,hehe cuman dinegeri konoha doaang ngeliat anak presiden naek private jet ajaa ud pade heboh lah dluu dijaman sby mas ahy beserta istri anak sering naek private jet biasaaa ajaa tidak ada heboh hehe,"['hehe', 'cuman', 'dinegeri', 'konoha', 'doaang', 'ngeliat', 'anak', 'presiden', 'naek', 'private', 'jet', 'ajaa', 'ud', 'pade', 'heboh', 'lah', 'dluu', 'dijaman', 'sby', 'mas', 'ahy', 'beserta', 'istri', 'anak', 'sering', 'naek', 'private', 'jet', 'biasaaa', 'ajaa', 'tidak', 'ada', 'heboh', 'hehe']","['hehe', 'cuman', 'negeri', 'konoha', 'doaang', 'ngeliat', 'anak', 'presiden', 'naek', 'private', 'jet', 'ajaa', 'ud', 'pade', 'heboh', 'lah', 'dluu', 'jam', 'sby', 'mas', 'ahy', 'serta', 'istri', 'anak', 'sering', 'naek', 'private', 'jet', 'biasaaa', 'ajaa', 'tidak', 'ada', 'heboh', 'hehe']","['hehe', 'cuman', 'negeri', 'konoha', 'doaang', 'ngeliat', 'anak', 'presiden', 'naek', 'private', 'jet', 'ajaa', 'ud', 'pade', 'heboh', 'lah', 'dluu', 'jam', 'sby', 'mas', 'ahy', 'serta', 'istri', 'anak', 'sering', 'naek', 'private', 'jet', 'biasaaa', 'ajaa', 'tidak', 'ada', 'heboh', 'hehe']",-6,0
"Negara ini memang sudah rusak, perlu orang-orang baik yang kuat dan  tegas bukan kaum OPORTUNIS,  ....01 TUKANG NGIBUL....02 OPORTUNIS SEJATI.....CUMA 03 YANG PUNYA KEKUATAN,  DAN BISA BEKERJA KERAS.....SEMOGA GANJAR MAHFUD  DIBERIKAN JALAN OLEH TUHAN YANG MAHA ESA.  . AMIN.....",Negara ini memang sudah rusak perlu orangorang baik yang kuat dan tegas bukan kaum OPORTUNIS 01 TUKANG NGIBUL02 OPORTUNIS SEJATICUMA 03 YANG PUNYA KEKUATAN DAN BISA BEKERJA KERASSEMOGA GANJAR MAHFUD DIBERIKAN JALAN OLEH TUHAN YANG MAHA ESA AMIN,negara ini memang sudah rusak perlu orangorang baik yang kuat dan tegas bukan kaum oportunis 01 tukang ngibul02 oportunis sejaticuma 03 yang punya kekuatan dan bisa bekerja kerassemoga ganjar mahfud diberikan jalan oleh tuhan yang maha esa amin,negara ini memang sudah rusak perlu orangorang baik yang kuat dan tegas bukan kaum oportunis 01 tukang ngibul02 oportunis sejaticuma 03 yang punya kekuatan dan bisa bekerja kerassemoga ganjar mahfud diberikan jalan oleh tuhan yang maha esa amin,negara ini memang sudah rusak perlu orangorang baik kuat tegas bukan kaum oportunis 01 tukang ngibul02 oportunis sejaticuma 03 punya kekuatan bisa bekerja kerassemoga ganjar mahfud diberikan jalan oleh tuhan maha esa amin,"['negara', 'ini', 'memang', 'sudah', 'rusak', 'perlu', 'orangorang', 'baik', 'kuat', 'tegas', 'bukan', 'kaum', 'oportunis', '01', 'tukang', 'ngibul02', 'oportunis', 'sejaticuma', '03', 'punya', 'kekuatan', 'bisa', 'bekerja', 'kerassemoga', 'ganjar', 'mahfud', 'diberikan', 'jalan', 'oleh', 'tuhan', 'maha', 'esa', 'amin']","['negara', 'ini', 'memang', 'sudah', 'rusak', 'perlu', 'orangorang', 'baik', 'kuat', 'tegas', 'bukan', 'kaum', 'oportunis', '01', 'tukang', 'ngibul02', 'oportunis', 'sejaticuma', '03', 'punya', 'kuat', 'bisa', 'kerja', 'kerassemoga', 'ganjar', 'mahfud', 'beri', 'jalan', 'oleh', 'tuhan', 'maha', 'esa', 'amin']","['negara', 'ini', 'memang', 'sudah', 'rusak', 'perlu', 'orangorang', 'baik', 'kuat', 'tegas', 'bukan', 'kaum', 'oportunis', '01', 'tukang', 'ngibul02', 'oportunis', 'sejaticuma', '03', 'punya', 'kuat', 'bisa', 'kerja', 'kerassemoga', 'ganjar', 'mahfud', 'beri', 'jalan', 'oleh', 'tuhan', 'maha', 'esa', 'amin']",16,1
Gagasan Indonesia maju dgn cara2 orba???kemungkinan hanya mimpiiii😭😭😭malahan dikhawatirkn perpecahan rakyat krn  kedaulatan rakyat itu hilang ..muncul  ketidak pastianx hkm n demokrasi yg jg  potensi dilemahkn 😭😭smoga 2024..negara ini mendpt pemimpin yg berjiwa bsr n menghormati nilai2 demokrasi n nilai2 kejujuran keadilan.n kebenaran😭😭🙏🙏,Gagasan Indonesia maju dgn cara2 orbakemungkinan hanya mimpiiiimalahan dikhawatirkn perpecahan rakyat krn kedaulatan rakyat itu hilang muncul ketidak pastianx hkm n demokrasi yg jg potensi dilemahkn smoga 2024negara ini mendpt pemimpin yg berjiwa bsr n menghormati nilai2 demokrasi n nilai2 kejujuran keadilann kebenaran,gagasan indonesia maju dgn cara2 orbakemungkinan hanya mimpiiiimalahan dikhawatirkn perpecahan rakyat krn kedaulatan rakyat itu hilang muncul ketidak pastianx hkm n demokrasi yg jg potensi dilemahkn smoga 2024negara ini mendpt pemimpin yg berjiwa bsr n menghormati nilai2 demokrasi n nilai2 kejujuran keadilann kebenaran,gagasan indonesia maju dengan cara2 orbakemungkinan hanya mimpiiiimalahan dikhawatirkn perpecahan rakyat karena kedaulatan rakyat itu hilang muncul ketidak pastianx hkm dan demokrasi yang juga potensi dilemahkn smoga 2024negara ini mendpt pemimpin yang berjiwa bsr dan menghormati nilai2 demokrasi dan nilai2 kejujuran keadilann kebenaran,gagasan indonesia maju cara2 orbakemungkinan hanya mimpiiiimalahan dikhawatirkn perpecahan rakyat karena kedaulatan rakyat itu hilang muncul ketidak pastianx hkm demokrasi juga potensi dilemahkn smoga 2024negara ini mendpt pemimpin berjiwa bsr menghormati nilai2 demokrasi nilai2 kejujuran keadilann kebenaran,"['gagasan', 'indonesia', 'maju', 'cara2', 'orbakemungkinan', 'hanya', 'mimpiiiimalahan', 'dikhawatirkn', 'perpecahan', 'rakyat', 'karena', 'kedaulatan', 'rakyat', 'itu', 'hilang', 'muncul', 'ketidak', 'pastianx', 'hkm', 'demokrasi', 'juga', 'potensi', 'dilemahkn', 'smoga', '2024negara', 'ini', 'mendpt', 'pemimpin', 'berjiwa', 'bsr', 'menghormati', 'nilai2', 'demokrasi', 'nilai2', 'kejujuran', 'keadilann', 'kebenaran']","['gagas', 'indonesia', 'maju', 'cara2', 'orbakemungkinan', 'hanya', 'mimpiiiimalahan', 'dikhawatirkn', 'pecah', 'rakyat', 'karena', 'daulat', 'rakyat', 'itu', 'hilang', 'muncul', 'tidak', 'pastianx', 'hkm', 'demokrasi', 'juga', 'potensi', 'dilemahkn', 'smoga', '2024negara', 'ini', 'mendpt', 'pimpin', 'jiwa', 'bsr', 'hormat', 'nilai2', 'demokrasi', 'nilai2', 'jujur', 'keadilann', 'benar']","['gagas', 'indonesia', 'maju', 'cara2', 'orbakemungkinan', 'hanya', 'mimpiiiimalahan', 'dikhawatirkn', 'pecah', 'rakyat', 'karena', 'daulat', 'rakyat', 'itu', 'hilang', 'muncul', 'tidak', 'pastianx', 'hkm', 'demokrasi', 'juga', 'potensi', 'dilemahkn', 'smoga', '2024negara', 'ini', 'mendpt', 'pimpin', 'jiwa', 'bsr', 'hormat', 'nilai2', 'demokrasi', 'nilai2', 'jujur', 'keadilann', 'benar']",-8,0
"Bismillah,Klo Hukum Indonesia pimpin org2 Yg Amanah TDK nunggu Puluhan Tahun Udah Maju,Tp klo tangan2 Rezim ini masih ambisius Jgn Haraf,Moga dgn Slogan Perubahan Bukan Dinasti Tuhan Meridhoi.Amiin",BismillahKlo Hukum Indonesia pimpin org2 Yg Amanah TDK nunggu Puluhan Tahun Udah MajuTp klo tangan2 Rezim ini masih ambisius Jgn HarafMoga dgn Slogan Perubahan Bukan Dinasti Tuhan MeridhoiAmiin,bismillahklo hukum indonesia pimpin org2 yg amanah tdk nunggu puluhan tahun udah majutp klo tangan2 rezim ini masih ambisius jgn harafmoga dgn slogan perubahan bukan dinasti tuhan meridhoiamiin,bismillahklo hukum indonesia pimpin org2 yang amanah tidak nunggu puluhan tahun udah majutp kalau tangan2 rezim ini masih ambisius jgn harafmoga dengan slogan perubahan bukan dinasti tuhan meridhoiamiin,bismillahklo hukum indonesia pimpin org2 amanah tidak nunggu puluhan tahun udah majutp kalau tangan2 rezim ini masih ambisius jgn harafmoga slogan perubahan bukan dinasti tuhan meridhoiamiin,"['bismillahklo', 'hukum', 'indonesia', 'pimpin', 'org2', 'amanah', 'tidak', 'nunggu', 'puluhan', 'tahun', 'udah', 'majutp', 'kalau', 'tangan2', 'rezim', 'ini', 'masih', 'ambisius', 'jgn', 'harafmoga', 'slogan', 'perubahan', 'bukan', 'dinasti', 'tuhan', 'meridhoiamiin']","['bismillahklo', 'hukum', 'indonesia', 'pimpin', 'org2', 'amanah', 'tidak', 'nunggu', 'puluh', 'tahun', 'udah', 'majutp', 'kalau', 'tangan2', 'rezim', 'ini', 'masih', 'ambisius', 'jgn', 'harafmoga', 'slogan', 'ubah', 'bukan', 'dinasti', 'tuhan', 'meridhoiamiin']","['bismillahklo', 'hukum', 'indonesia', 'pimpin', 'org2', 'amanah', 'tidak', 'nunggu', 'puluh', 'tahun', 'udah', 'majutp', 'kalau', 'tangan2', 'rezim', 'ini', 'masih', 'ambisius', 'jgn', 'harafmoga', 'slogan', 'ubah', 'bukan', 'dinasti', 'tuhan', 'meridhoiamiin']",-3,0
Preett...indonesia emas😂😂,Preettindonesia emas,preettindonesia emas,preettindonesia emas,preettindonesia emas,"['preettindonesia', 'emas']","['preettindonesia', 'emas']","['preettindonesia', 'emas']",0,1
Gua lebih percaya Thanos punya pacar LDR dari Garut.🗿,Gua lebih percaya Thanos punya pacar LDR dari Garut,gua lebih percaya thanos punya pacar ldr dari garut,gua lebih percaya thanos punya pacar ldr dari garut,gua lebih percaya thanos punya pacar ldr dari garut,"['gua', 'lebih', 'percaya', 'thanos', 'punya', 'pacar', 'ldr', 'dari', 'garut']","['gua', 'lebih', 'percaya', 'thanos', 'punya', 'pacar', 'ldr', 'dari', 'garut']","['gua', 'lebih', 'percaya', 'thanos', 'punya', 'pacar', 'ldr', 'dari', 'garut']",-3,0
Lawak cellos😂,Lawak cellos,lawak cellos,lawak cellos,lawak cellos,"['lawak', 'cellos']","['lawak', 'cellos']","['lawak', 'cellos']",0,1
"Sangat susah, karna terlalu banyak populasi maka terlalu banyak juga orang yang gak terdidik dan 0 moral jadi, Indonesia emas cuma fatamorgana",Sangat susah karna terlalu banyak populasi maka terlalu banyak juga orang yang gak terdidik dan 0 moral jadi Indonesia emas cuma fatamorgana,sangat susah karna terlalu banyak populasi maka terlalu banyak juga orang yang gak terdidik dan 0 moral jadi indonesia emas cuma fatamorgana,sangat susah karna terlalu banyak populasi maka terlalu banyak juga orang yang tidak terdidik dan 0 moral jadi indonesia emas hanya fatamorgana,sangat susah karna terlalu banyak populasi maka terlalu banyak juga orang tidak terdidik 0 moral jadi indonesia emas hanya fatamorgana,"['sangat', 'susah', 'karna', 'terlalu', 'banyak', 'populasi', 'maka', 'terlalu', 'banyak', 'juga', 'orang', 'tidak', 'terdidik', '0', 'moral', 'jadi', 'indonesia', 'emas', 'hanya', 'fatamorgana']","['sangat', 'susah', 'karna', 'terlalu', 'banyak', 'populasi', 'maka', 'terlalu', 'banyak', 'juga', 'orang', 'tidak', 'didik', '0', 'moral', 'jadi', 'indonesia', 'emas', 'hanya', 'fatamorgana']","['sangat', 'susah', 'karna', 'terlalu', 'banyak', 'populasi', 'maka', 'terlalu', 'banyak', 'juga', 'orang', 'tidak', 'didik', '0', 'moral', 'jadi', 'indonesia', 'emas', 'hanya', 'fatamorgana']",-13,0
LANGSUNG SAVAGE SEREMM,LANGSUNG SAVAGE SEREMM,langsung savage seremm,langsung savage seremm,langsung savage seremm,"['langsung', 'savage', 'seremm']","['langsung', 'savage', 'seremm']","['langsung', 'savage', 'seremm']",3,1
"Mentalitas harus tetap tumbuh

Meningkatnya populasi manusia Indonesia tidak dibarengi mentalitas yang baik dan bagus maka akan percuma

Mental yg bagus menciptakan kerangka berfikir yg logik, hati yg teguh dan ahklak yang istimewa serta jiwa bersaing yg sportif

Kuncinya ada di diri kita sendiri, bagaimana utk bersikap",Mentalitas harus tetap tumbuh Meningkatnya populasi manusia Indonesia tidak dibarengi mentalitas yang baik dan bagus maka akan percuma Mental yg bagus menciptakan kerangka berfikir yg logik hati yg teguh dan ahklak yang istimewa serta jiwa bersaing yg sportif Kuncinya ada di diri kita sendiri bagaimana utk bersikap,mentalitas harus tetap tumbuh meningkatnya populasi manusia indonesia tidak dibarengi mentalitas yang baik dan bagus maka akan percuma mental yg bagus menciptakan kerangka berfikir yg logik hati yg teguh dan ahklak yang istimewa serta jiwa bersaing yg sportif kuncinya ada di diri kita sendiri bagaimana utk bersikap,mentalitas harus tetap tumbuh meningkatnya populasi manusia indonesia tidak dibarengi mentalitas yang baik dan bagus maka akan percuma mental yang bagus menciptakan kerangka berfikir yang logik hati yang teguh dan ahklak yang istimewa serta jiwa bersaing yang sportif kuncinya ada di diri kita sendiri bagaimana untuk bersikap,mentalitas harus tetap tumbuh meningkatnya populasi manusia indonesia tidak dibarengi mentalitas baik bagus maka akan percuma mental bagus menciptakan kerangka berfikir logik hati teguh ahklak istimewa serta jiwa bersaing sportif kuncinya ada diri kita sendiri bagaimana bersikap,"['mentalitas', 'harus', 'tetap', 'tumbuh', 'meningkatnya', 'populasi', 'manusia', 'indonesia', 'tidak', 'dibarengi', 'mentalitas', 'baik', 'bagus', 'maka', 'akan', 'percuma', 'mental', 'bagus', 'menciptakan', 'kerangka', 'berfikir', 'logik', 'hati', 'teguh', 'ahklak', 'istimewa', 'serta', 'jiwa', 'bersaing', 'sportif', 'kuncinya', 'ada', 'diri', 'kita', 'sendiri', 'bagaimana', 'bersikap']","['mentalitas', 'harus', 'tetap', 'tumbuh', 'tingkat', 'populasi', 'manusia', 'indonesia', 'tidak', 'bareng', 'mentalitas', 'baik', 'bagus', 'maka', 'akan', 'percuma', 'mental', 'bagus', 'cipta', 'kerangka', 'berfikir', 'logik', 'hati', 'teguh', 'ahklak', 'istimewa', 'serta', 'jiwa', 'saing', 'sportif', 'kunci', 'ada', 'diri', 'kita', 'sendiri', 'bagaimana', 'sikap']","['mentalitas', 'harus', 'tetap', 'tumbuh', 'tingkat', 'populasi', 'manusia', 'indonesia', 'tidak', 'bareng', 'mentalitas', 'baik', 'bagus', 'maka', 'akan', 'percuma', 'mental', 'bagus', 'cipta', 'kerangka', 'berfikir', 'logik', 'hati', 'teguh', 'ahklak', 'istimewa', 'serta', 'jiwa', 'saing', 'sportif', 'kunci', 'ada', 'diri', 'kita', 'sendiri', 'bagaimana', 'sikap']",2,1
Gaji banyak di bawah UMR sedangkan gaji para pejabat jauh di atas UMR. Yakin Indonesia 2045 Indonesia cemas......😢,Gaji banyak di bawah UMR sedangkan gaji para pejabat jauh di atas UMR Yakin Indonesia 2045 Indonesia cemas,gaji banyak di bawah umr sedangkan gaji para pejabat jauh di atas umr yakin indonesia 2045 indonesia cemas,gaji banyak di bawah umr sedangkan gaji para pejabat jauh di atas umr yakin indonesia 2045 indonesia cemas,gaji banyak bawah umr sedangkan gaji para pejabat jauh atas umr yakin indonesia 2045 indonesia cemas,"['gaji', 'banyak', 'bawah', 'umr', 'sedangkan', 'gaji', 'para', 'pejabat', 'jauh', 'atas', 'umr', 'yakin', 'indonesia', '2045', 'indonesia', 'cemas']","['gaji', 'banyak', 'bawah', 'umr', 'sedang', 'gaji', 'para', 'jabat', 'jauh', 'atas', 'umr', 'yakin', 'indonesia', '2045', 'indonesia', 'cemas']","['gaji', 'banyak', 'bawah', 'umr', 'sedang', 'gaji', 'para', 'jabat', 'jauh', 'atas', 'umr', 'yakin', 'indonesia', '2045', 'indonesia', 'cemas']",-9,0
Bisa maju asalkan berantas dl la koruptor,Bisa maju asalkan berantas dl la koruptor,bisa maju asalkan berantas dl la koruptor,bisa maju asalkan berantas dl la koruptor,bisa maju asalkan berantas dl la koruptor,"['bisa', 'maju', 'asalkan', 'berantas', 'dl', 'la', 'koruptor']","['bisa', 'maju', 'asal', 'berantas', 'dl', 'la', 'koruptor']","['bisa', 'maju', 'asal', 'berantas', 'dl', 'la', 'koruptor']",0,1
"Semngatku jadi mengebu gebu melihat video ini😁🔥🔥💪💪
#SouthKalimantanIndonesia🇲🇨🙏🖐😉",Semngatku jadi mengebu gebu melihat video ini,semngatku jadi mengebu gebu melihat video ini,semngatku jadi mengebu gebu melihat video ini,semngatku jadi mengebu gebu melihat video ini,"['semngatku', 'jadi', 'mengebu', 'gebu', 'melihat', 'video', 'ini']","['semngatku', 'jadi', 'mengebu', 'gebu', 'lihat', 'video', 'ini']","['semngatku', 'jadi', 'mengebu', 'gebu', 'lihat', 'video', 'ini']",-1,0
tapi kalo di pimpin partai banteng gk bkl maju...upss maap,tapi kalo di pimpin partai banteng gk bkl majuupss maap,tapi kalo di pimpin partai banteng gk bkl majuupss maap,tapi kalo di pimpin partai banteng tidak bkl majuupss maap,tapi kalo pimpin partai banteng tidak bkl majuupss maap,"['tapi', 'kalo', 'pimpin', 'partai', 'banteng', 'tidak', 'bkl', 'majuupss', 'maap']","['tapi', 'kalo', 'pimpin', 'partai', 'banteng', 'tidak', 'bkl', 'majuupss', 'maap']","['tapi', 'kalo', 'pimpin', 'partai', 'banteng', 'tidak', 'bkl', 'majuupss', 'maap']",-11,0
Wkwkkwkwkw ngeharepin apa sih kawan indo begini mau ngalahin jepang 🤣😉😉🤣,Wkwkkwkwkw ngeharepin apa sih kawan indo begini mau ngalahin jepang,wkwkkwkwkw ngeharepin apa sih kawan indo begini mau ngalahin jepang,wkwkkwkwkw ngeharepin apa sih kawan indo begini mau ngalahin jepang,wkwkkwkwkw ngeharepin apa sih kawan indo begini mau ngalahin jepang,"['wkwkkwkwkw', 'ngeharepin', 'apa', 'sih', 'kawan', 'indo', 'begini', 'mau', 'ngalahin', 'jepang']","['wkwkkwkwkw', 'ngeharepin', 'apa', 'sih', 'kawan', 'indo', 'begini', 'mau', 'ngalahin', 'jepang']","['wkwkkwkwkw', 'ngeharepin', 'apa', 'sih', 'kawan', 'indo', 'begini', 'mau', 'ngalahin', 'jepang']",-3,0
